,alpha-3,Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20
107,SLV,,El Salvador,13.7942,-88.8965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.047619047619047616,0.0425531914893617,0.05263157894736842,0.047619047619047616,0.05714285714285714,0.05063291139240506,0.05319148936170213,0.057692307692307696,0.05084745762711865,0.05042016806722689,0.047619047619047616,0.043478260869565216,0.04,0.0375,0.03636363636363636,0.03932584269662921,0.03664921465968586,0.034653465346534656,0.0319634703196347,0.030973451327433628,0.029411764705882353,0.03187250996015936,0.02909090909090909,0.02909090909090909,0.026755852842809364,0.024691358024691357,0.023121387283236993,0.023809523809523808,0.025252525252525252,0.023529411764705882,0.024608501118568233,0.02240325865580448,0.023381294964028777,0.023809523809523808,0.02365930599369085,0.021551724137931036,0.021534320323014805,0.02165605095541401
108,GNQ,,Equatorial Guinea,1.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.011764705882352941,0.004651162790697674,0.003861003861003861,0.003861003861003861,0.003861003861003861,0.0031645569620253164,0.0031645569620253164,0.0031645569620253164,0.0031645569620253164,0.0031645569620253164,0.0031645569620253164,0.00949367088607595,0.00949367088607595,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909
109,ERI,,Eritrea,15.1794,39.7823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,EST,,Estonia,58.5953,25.0136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024691358024691358,0.0018552875695732839,0.001736111111111111,0.0015479876160990713,0.004411764705882353,0.004189944134078212,0.005361930294906166,0.00641025641025641,0.012805587892898719,0.012474012474012475,0.0125,0.01366120218579235,0.017132551848512173,0.018260869565217393,0.02023608768971332,0.019867549668874173,0.019062748212867357,0.01839080459770115,0.019083969465648856,0.021005251312828207,0.022561863173216887,0.024982155603140613,0.025087108013937282,0.026027397260273973,0.02511566424322538,0.026160889470241987,0.026041666666666668,0.027688345138441726,0.028205128205128206,0.02824858757062147,0.028642590286425903,0.028117359413202935,0.029805352798053526,0.03033980582524272,0.030102347983142687,0.029994001199760048,0.03076923076923077,0.030678466076696165,0.031176470588235295,0.03233392122281011,0.03227699530516432,0.03212616822429906,0.03208868144690782,0.03253922138291691,0.03244495944380069,0.03460207612456748
111,SWZ,,Eswatini,-26.5225,31.4659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.043478260869565216,0.043478260869565216,0.04,0.03125,0.03125,0.03125,0.02702702702702703,0.017543859649122806,0.016666666666666666,0.015151515151515152,0.013888888888888888,0.010869565217391304,0.009900990099009901,0.009345794392523364,0.009174311926605505,0.008849557522123894,0.008547008547008548,0.008333333333333333,0.016129032258064516,0.012987012987012988,0.0125,0.012195121951219513
112,ETH,,Ethiopia,9.145,40.4897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.044444444444444446,0.03773584905660377,0.03571428571428571,0.03508771929824561,0.045454545454545456,0.04285714285714286,0.041666666666666664,0.04,0.03614457831325301,0.03488372093023256,0.03225806451612903,0.030927835051546393,0.02830188679245283,0.027522935779816515,0.026785714285714284,0.02608695652173913,0.02564102564102564,0.02564102564102564,0.025423728813559324,0.024390243902439025,0.024193548387096774,0.024,0.023622047244094488,0.022900763358778626,0.022727272727272728,0.022388059701492536,0.022388059701492536,0.022058823529411766,0.02127659574468085,0.0273972602739726,0.024539877300613498,0.020833333333333332,0.020512820512820513,0.023696682464454975
113,FJI,,Fiji,-17.7134,178.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,FIN,,Finland,64.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019083969465648854,0.001594896331738437,0.0014265335235378032,0.0012610340479192938,0.00340522133938706,0.005213764337851929,0.0067178502879078695,0.007705479452054794,0.008863819500402902,0.009608277900960829,0.011980267794221282,0.011748445058742226,0.012508229098090849,0.012376237623762377,0.013276686139139671,0.014522821576763486,0.01240238860817639,0.014724989172802079,0.01607717041800643,0.016116653875671526,0.017328519855595668,0.01686166551961459,0.018823529411764704,0.019249592169657423,0.02024035420619861,0.022235948116121063,0.02225519287833828,0.02349570200573066,0.024443237370994023,0.024841437632135307,0.025329542517446367,0.035118306351183064,0.03607748184019371,0.04014002333722287,0.0402638762511374,0.04155495978552279,0.041511907362901466,0.04109880749574105,0.041974267032271674,0.04198084369268392,0.0422337870296237,0.04315122723673793,0.04249565385358316,0.04376784015223597,0.04504504504504504,0.04544614816183262,0.04520990312163617,0.0449418399718012,0.04530405994075623,0.04506036388369325
115,FRA,French Guiana,France,3.9339,-53.1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.009259259259259259,0.008928571428571428,0.008928571428571428,0.008928571428571428,0.008928571428571428,0.007936507936507936,0.007936507936507936,0.007874015748031496,0.007751937984496124,0.007751937984496124,0.007751937984496124,0.007462686567164179,0.007462686567164179,0.007194244604316547,0.007194244604316547,0.007042253521126761,0.007042253521126761
116,FRA,French Polynesia,France,-17.6797,149.4068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,FRA,Guadeloupe,France,16.25,-61.5833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.015873015873015872,0.015873015873015872,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.019417475728155338,0.037383177570093455,0.037383177570093455,0.034782608695652174,0.047619047619047616,0.046511627906976744,0.05343511450381679,0.05185185185185185,0.051470588235294115,0.051470588235294115,0.05,0.056338028169014086,0.056338028169014086,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.053691275167785234,0.053691275167785234,0.053691275167785234,0.08053691275167785,0.08053691275167785,0.08053691275167785,0.08,0.08,0.08,0.08,0.08,0.08,0.07894736842105263,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.08496732026143791,0.08441558441558442,0.08387096774193549,0.08387096774193549
118,FRA,Mayotte,France,-12.8275,45.1662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.010526315789473684,0.008547008547008548,0.015503875968992248,0.014814814814814815,0.013513513513513514,0.013513513513513514,0.011627906976744186,0.011627906976744186,0.010810810810810811,0.010416666666666666,0.015228426395939087,0.015228426395939087,0.014423076923076924,0.013761467889908258,0.013761467889908258,0.01282051282051282,0.016260162601626018,0.01568627450980392,0.014705882352941176,0.014705882352941176,0.01282051282051282,0.012232415902140673,0.012232415902140673,0.011267605633802818,0.010498687664041995,0.009950248756218905,0.009950248756218905,0.008676789587852495,0.008676789587852495,0.007407407407407408,0.007407407407407408,0.007407407407407408,0.009216589861751152,0.008733624454148471,0.012162162162162163,0.012162162162162163,0.011695906432748537,0.011695906432748537,0.011122345803842264
119,FRA,New Caledonia,France,-20.9043,165.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,FRA,Reunion,France,-21.1351,55.2471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,FRA,Saint Barthelemy,France,17.9,-62.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,FRA,St Martin,France,18.0708,-63.0501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.043478260869565216,0.043478260869565216,0.08,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05128205128205128,0.05128205128205128,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.075
123,FRA,Martinique,France,14.6415,-61.0242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.058823529411764705,0.05,0.041666666666666664,0.030303030303030304,0.030303030303030304,0.022222222222222223,0.018518518518518517,0.017241379310344827,0.014925373134328358,0.014925373134328358,0.012195121951219513,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.023255813953488372,0.022058823529411766,0.02158273381294964,0.020833333333333332,0.02054794520547945,0.02666666666666667,0.02631578947368421,0.026143790849673203,0.03870967741935484,0.03870967741935484,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0379746835443038,0.0379746835443038,0.050314465408805034,0.050314465408805034,0.050314465408805034,0.050314465408805034,0.07317073170731707,0.07317073170731707,0.08536585365853659,0.08484848484848485,0.08484848484848485,0.08187134502923976,0.07954545454545454,0.07954545454545454,0.07954545454545454,0.07954545454545454,0.07954545454545454,0.0782122905027933,0.07777777777777778,0.07777777777777778,0.07777777777777778,0.07692307692307693,0.07692307692307693,0.07650273224043716,0.07608695652173914,0.0748663101604278,0.0748663101604278
124,FRA,,France,46.2276,2.2137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.06666666666666667,0.10526315789473684,0.05128205128205128,0.034482758620689655,0.019801980198019802,0.015267175572519083,0.015625,0.01951219512195122,0.013986013986013986,0.015873015873015872,0.013761467889908258,0.011578947368421053,0.01685891748003549,0.015702479338842976,0.018487394957983194,0.021034180543382998,0.021034180543382998,0.021572910977607863,0.0203579418344519,0.02022222222222222,0.022309315646668677,0.019338821377237685,0.016364440513047324,0.022350993377483443,0.03567747562039166,0.03934747602044388,0.04207503589487484,0.043309664098302864,0.04931629679444071,0.05274629468177855,0.058169844971875426,0.06051873198847262,0.061581860762188634,0.06486621032980709,0.0678772642589392,0.06758234380095532,0.07725916827513599,0.0911413392887355,0.10113616935295855,0.11019444363466752,0.1146157011308333,0.11978599561774946,0.13212567802681405,0.13246962181135663,0.14142584119997684,0.14553855994353584,0.14747683679670756,0.1193113052704876,0.12041126638186953,0.12155533893453403,0.12944426830925312,0.12350201800683018,0.12701124390841523,0.13139605328541185,0.1297288039576046,0.13126747044211973,0.13232688851786237,0.13772977584735904,0.1389888363147739,0.14003038383227115,0.14088575296488307,0.14190415796279718,0.14133300929582598,0.14097943987685405,0.14571092831962398,0.14686453714595965,0.14817965191687027,0.14809824107511813,0.14864323590776754,0.14991035637065406,0.1509328976653881,0.14943235188384957,0.14995868031275825,0.15025327130146457,0.15032702178428578
125,FRA,Saint Pierre and Miquelon,France,46.8852,-56.3159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,GAB,,Gabon,-0.8037,11.6094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.125,0.125,0.125,0.125,0.125,0.058823529411764705,0.05263157894736842,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.04,0.03225806451612903,0.02857142857142857,0.022222222222222223,0.022222222222222223,0.02127659574468085,0.02,0.017241379310344827,0.017241379310344827,0.012345679012345678,0.012345679012345678,0.009174311926605505,0.009174311926605505,0.00909090909090909,0.008264462809917356,0.006369426751592357,0.005988023952095809,0.011904761904761904,0.017341040462427744,0.01694915254237288,0.01694915254237288,0.014150943396226415,0.012552301255230125,0.010830324909747292,0.010830324909747292,0.010830324909747292,0.01488095238095238,0.01488095238095238,0.016304347826086956,0.01507537688442211,0.01507537688442211,0.015841584158415842,0.01288244766505636,0.012084592145015106
127,GMB,,Gambia,13.4432,-15.3101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.08333333333333333,0.07692307692307693,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05263157894736842,0.047619047619047616,0.047619047619047616
128,GEO,,Georgia,42.3154,43.3569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006134969325153374,0.011428571428571429,0.010582010582010581,0.015228426395939087,0.014150943396226415,0.0136986301369863,0.01276595744680851,0.012345679012345678,0.011627906976744186,0.01098901098901099,0.009966777408637873,0.009771986970684038,0.008595988538681949,0.008086253369272238,0.010282776349614395,0.010126582278481013,0.009925558312655087,0.009779951100244499,0.011990407673860911,0.011737089201877934,0.011235955056179775,0.010940919037199124,0.012320328542094456,0.012048192771084338,0.01171875,0.011583011583011582,0.011111111111111112,0.012345679012345678,0.0137221269296741,0.015254237288135594,0.015151515151515152,0.01487603305785124,0.014729950900163666,0.01461038961038961,0.016025641025641024,0.01594896331738437
